sub_num,sub_name,sub_label,sub_value
152,Anonymous,Q05 International models for AI governance,"We must ask ourselves ""why"" are we pushing AI so strongly, the above question suggests its a foregone conclusion. We need to look to Europe and their regulation of AI as they take a far more human centred approach."
152,Anonymous,Q06 Public vs Private sector governance,"Absolutely, business motivation is profit, the minimisation of costs and the maximisation of revenue. It could use a risk management approach to AI, provided it protected privacy, lawful decision making, natural justice, etc. The APS's motivation is service to the Australian public and is the policy implementation arm of the Australian government, reflecting the will of all the Australian people. The APS must act in good conscience and not introduce anything that will impact the health or strength of the Australian economy. Shedding APS workers will hurt the Australian economy."
152,Anonymous,Q07 Responsible government use of AI,"General prohibition of AI with specific use cases that are beyond the capability or capacity of humans. People do not realise that if 25% of a persons job could be done by AI, while it might remove those repetitive tasks in those specific jobs, we now however need 25% less workers, thus shrinking our economy as all jobs across the economy - private or public - are impacted by its implementation."
152,Anonymous,Q08 Generic vs technology-specific approaches for AI risk,No comment here. The APS does not need to be in a rush to implement AI however regulation of the private sectors' use of AI is important.
152,Anonymous,Q09 Transparency requirements and scope,"a) Knowing human nature, I have little trust or confidence in how AI will be used to start with. So people need to know exactly when AI is being used, how it is being used and it can never be elevated above a human decision maker's outcome, even though AI trials overseas show decisions are more consistent given the same facts. AI can't absorb the full dataset present in any situation involving humans. There should be no higher requirements for challenging an AI based decision, the same appeal processes should equally apply. b. Give people the option: do you want to use AI or do you want to use humans? Let consumers choose."
152,Anonymous,Q10 Ban on high-risk AI applications,a. Where it could take a life or where it will take a job without meaningful redeployment and comparable earnings. b. What will be the impact on our society; start with 26.5+ million Australian all needing to live like we are a first world country then bring it down to the specific proposal and what will be the impact on the whole.
152,Anonymous,Q11 Actions to increase public trust in AI,"Again, why do we need AI if people can do the job? If, after stripping away all the marketing speak, it is simply for ""cost savings"" to support never ending profit growth or further reducing the APS size, then the amoral nature of neoclassical economics will be reflected in the use of AI and to the detriment of our economy and society."
152,Anonymous,Q12 Trade impact of banning high-risk AI applications,"We will be able to live with a clear conscience and know we are not contributing to a decline in our society's achievements or our humanity. We have blasted through three inflection points that should have paused our continued use of fear and aggression as our first response to being threatened. Let's pause at AI to reflect on the world we are creating and why we might really ""need"" AI."
152,Anonymous,Q13 Changes to conformity infrastructure,"The tone and construct of the questions suggest, unfortunately, AI is going to be implemented wholeheartedly and we now have a tick against ""consultation"". AI is a tool, it can not be elevated above our human processes or humanity and we must ensure we leave a possible future that represents the best of human spirit and potential. The survey has clarified for me that the use of AI needs to be strongly regulated, subject to human peer review and cannot be allowed to reduce our consumer base in anyway. Thank you for that opportunity."
152,Anonymous,Q14 Risk-based approach to address AI risks,"No, regulation is best as risk management is being used as a way of getting around any sense of propriety. PWC and playing both sides to earn more - that would have been a ""risk based"" decision."
152,Anonymous,Q15 Benefits and limitations of risk-based approach,"Human nature and it cannot be overcome; ""risk management"" will mostly be used to make poor, long term decisions in matters that are really important."
152,Anonymous,Q16 Scope and application of risk-based approach,We are not mature enough in the use of AI to be following a risk based approach yet.
152,Anonymous,Q17 Elements to include in risk-based approach,"I do not support risk based approach for the use of AI, regulation to start with. The questions are leading and driving to a foregone conclusion - this is not consultation in good faith."
152,Anonymous,Q18 Integration of risk-based approach into existing frameworks,"I do not support risk based approach for the use of AI, regulation to start with. The questions are leading and driving to a foregone conclusion - this is not consultation in good faith. Our privacy laws and privacy related constructs are based on the assumption that the perimeter is secure and network traffic is ""safe""; the digital service channel needs a complete overhaul and we haven't realised that yet."
152,Anonymous,Q19 Application of risk-based approach to general purpose AI,"I do not support risk based approach for the use of AI, regulation to start with. The questions are leading and driving to a foregone conclusion - this is not consultation in good faith."
152,Anonymous,Q20 Voluntary vs mandated compliance with risk-based approach,"I do not support a risk based approach for the use of AI, regulation to start with. The questions are leading and driving to a foregone conclusion - this is not consultation in good faith. I started the survey thinking that there might be a difference between private vs public however the survey construct indicates we've all drunk the kool-aid and are not being careful enough with something that is being compared to the next nuclear arms race. Private, public, developers and deployers - all strictly regulated and see where they start pushing up against the regulation so we can fully assess how they want to use it, while watching the experience of the world to select an approach that adds to Australia's commonwealth, not degrade it."
154,Law Squared,Transcription,"FILENAME: Law Squared – AI Consultation Response.da94b4bcb6d5c.pdf | CONTENT: DISCUSSION PAPER Response from Law SquaredSafe and responsible AI in Australia Law Squared – AI Consultation ResponseContentsExecutive Summary. 2Background - Introducing Law Squared 3Question 3 – Are there any further non-regulatory initiatives the Australian Government 4 could implement to support responsible AI practices in Australia? Please describe these and their benefits or impacts.Question 5 – Are there any governance measures being taken or considered by other 5 countries (including any not discussed in this paper) that are relevant, adaptable and desirable for Australia?Question 6 – Should different approaches apply to public and private sector use of AI 7 technologies? If so, how should the approaches differ?Question 9 – Given the importance of transparency across the AI lifecycle, please share 7 your thoughts on: (a) where and when transparency will be most critical and valuable to mitigate potenti"
155,Cyber Security Cooperative Research Centre,Transcription,"FILENAME: CSCRC Submission - Safe and Responsible AI in Australia.914063753d5a3.pdf | CONTENT: SUBMISSION: Safe and Responsible AI in Australia – Discussion Paper CYBER SECURITY CRC SUBMISSION: SAFE AND RESPONSIBLE AI IN AUSTRALIA 25 JULY 2023To whom it may concern,Submission: Safe and Responsible AI in Australia – Discussion PaperI am pleased to submit the Cyber Security Cooperative Research Centre’s (CSCRC) response to the consultation on the Safe and Responsible AI in Australia – Discussion Paper (the Discussion Paper) by the Department of Industry, Science and Resources. The Discussion Paper is an important first step defining vital regulatory oversight of artificial intelligence (AI) technologies in Australia. These diverse technologies are proliferating rapidly and, while they can and do bring efficiencies, they can also have a deleterious effect on human decision making. Therefore, a balance needs to be struck between innovation, regulation and human oversight of AI. In our view"
155,Cyber Security Cooperative Research Centre,Q01 Definitions,See submission.
155,Cyber Security Cooperative Research Centre,Q02 Other AI risks and recommendations for regulation,See submission.
155,Cyber Security Cooperative Research Centre,Q03 Non-regulatory actions to address AI risks,See submission.
155,Cyber Security Cooperative Research Centre,Q04 Coordinating AI governance across government,See submission.
155,Cyber Security Cooperative Research Centre,Q05 International models for AI governance,See submission.
155,Cyber Security Cooperative Research Centre,Q06 Public vs Private sector governance,See submission.
155,Cyber Security Cooperative Research Centre,Q07 Responsible government use of AI,See submission.
155,Cyber Security Cooperative Research Centre,Q08 Generic vs technology-specific approaches for AI risk,See submission.
155,Cyber Security Cooperative Research Centre,Q09 Transparency requirements and scope,See submission.
155,Cyber Security Cooperative Research Centre,Q10 Ban on high-risk AI applications,See submission.
155,Cyber Security Cooperative Research Centre,Q11 Actions to increase public trust in AI,See submission.
155,Cyber Security Cooperative Research Centre,Q12 Trade impact of banning high-risk AI applications,See submission.
155,Cyber Security Cooperative Research Centre,Q13 Changes to conformity infrastructure,See submission.
155,Cyber Security Cooperative Research Centre,Q14 Risk-based approach to address AI risks,See submission.
155,Cyber Security Cooperative Research Centre,Q15 Benefits and limitations of risk-based approach,See submission.
155,Cyber Security Cooperative Research Centre,Q16 Scope and application of risk-based approach,See submission.
155,Cyber Security Cooperative Research Centre,Q17 Elements to include in risk-based approach,See submission.
155,Cyber Security Cooperative Research Centre,Q18 Integration of risk-based approach into existing frameworks,See submission.
155,Cyber Security Cooperative Research Centre,Q19 Application of risk-based approach to general purpose AI,See submission.
155,Cyber Security Cooperative Research Centre,Q20 Voluntary vs mandated compliance with risk-based approach,See submission.
156,Knowledge Orchestrator Pty Ltd,Transcription,"FILENAME: knowledge-orchestrator-sovereign-knowledge-risk.d72316651a1c.pdf | CONTENT: Sovereign Knowledge Risk from Foundation AI ModelsFoundational AI models pose a very high risk to the protection of Australian intellectual property and corporate knowledge. Legislation is required to discourage the unscrupulous use of commercial data for potentially anticompetitive commercial behaviour.DiscussionThe Australian Government has taken the first steps to protect data sovereignty by ensuring that certain data is hosted within Australian data centres. However, with a rapidly emerging technology framework, new challenges have emerged, and these protections are no longer enough.Getty Images recently sued Stable Diffusion for including 12 million of its images in its foundational model1, and popular internet site Stack Overflow2 joined Reddit and Twitter for charging technology giants to use their content. The legal framework around AI and intellectual property is not clear.What is clear thoug"
156,Knowledge Orchestrator Pty Ltd,Q02 Other AI risks and recommendations for regulation,Foundational AI models pose a very high risk to the protection of Australian intellectual property and corporate knowledge. Legislation is required to discourage the unscrupulous use of commercial data for potentially anticompetitive commercial behaviour.
156,Knowledge Orchestrator Pty Ltd,Q03 Non-regulatory actions to address AI risks,The Australian Government and the Productivity Commission could focus on better disseminating information about the risks and benefits of AI technology in the small to medium size business sector.
156,Knowledge Orchestrator Pty Ltd,Q04 Coordinating AI governance across government,Our Australian start-up company has developed a novel knowledge management platform that may allow Small and Medium Sized Business access to artificial intelligence technologies. We believe our platform could help drive an update in responsible AI adoption and improve productivity through greater knowledge diffusion.
156,Knowledge Orchestrator Pty Ltd,Q06 Public vs Private sector governance,"No, public sector should set a high standard for the private sector to follow."
156,Knowledge Orchestrator Pty Ltd,Q07 Responsible government use of AI,"Support a local, vibrant startup community that has the capabilities to develop solutions for government and industry, based on the a commitment to the ethical and responsible use of AI. Australia should not wait, nor rely, on solutions from overseas."
156,Knowledge Orchestrator Pty Ltd,Q08 Generic vs technology-specific approaches for AI risk,Generic solutions are best to regulate behaviour around competition and copyright.
156,Knowledge Orchestrator Pty Ltd,Q09 Transparency requirements and scope,The greatest risk of AI is in the 'unknown unknowns' - therefore the most transparency is required in the building of foundational models.
156,Knowledge Orchestrator Pty Ltd,Q10 Ban on high-risk AI applications,"No, technology should not be banned, but should be regulated and controlled, with penalties for abuse."
156,Knowledge Orchestrator Pty Ltd,Q11 Actions to increase public trust in AI,Ensure that commercial content is not used to train foundational models
156,Knowledge Orchestrator Pty Ltd,Q14 Risk-based approach to address AI risks,"To some extent, but note this is limited our current comprehension of risk. In this area of rapidly evolving technology, we do not yet understand implications of the technology on existing legal frameworks."
156,Knowledge Orchestrator Pty Ltd,Q15 Benefits and limitations of risk-based approach,We are unable to protect against 'unknown unknowns'. We must therefore apply a precautionary approach in the formulation of foundational models.
156,Knowledge Orchestrator Pty Ltd,Q16 Scope and application of risk-based approach,Risk based approach is best suited to public sector
156,Knowledge Orchestrator Pty Ltd,Q17 Elements to include in risk-based approach,CSIRO recommendations are sound
156,Knowledge Orchestrator Pty Ltd,Q18 Integration of risk-based approach into existing frameworks,Unable to comment on this
156,Knowledge Orchestrator Pty Ltd,Q19 Application of risk-based approach to general purpose AI,Precautionary approach would be more suitable for these technologies
156,Knowledge Orchestrator Pty Ltd,Q20 Voluntary vs mandated compliance with risk-based approach,"Regulation should apply to public and private, but developers should be free to understand and explore the technologies, but require certification/accreditation before deployment. This prevents stifling innovation while limiting societal risk."
157,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Transcription,"FILENAME: CSIRO Submission to Supporting Responsible AI Discussion Paper.1dc30235b2313.pdf | CONTENT: Australia’s National Science AgencyCSIRO submission to Supporting Responsible AI Discussion PaperCSIRO Submission 23/828 July 2023Main Submission Authors: Dr Liming Zhu Aurélie Jacquet Dr Qinghua LuEnquiries should be addressed to:E governmentrelations@csiro.au Contents Executive Summary iiIntroduction 3Responses to Discussion Paper Questions 4References 23Appendix 1: Positioning Australia as a Leader in Digital Economy Regulation – Automated Decision Making and AI Regulation Issues Paper 25Appendix 2: Artificial Intelligence: Australia’s Ethics FrameworkAppendix 3: Ethical Artificial Intelligence in the Australian Signals DirectorateCSIRO Australia’s National Science Agency CSIRO Submission 23/828, July 2023 |i Executive Summary In this submission, CSIRO addresses selected questions in the Safe and Responsible Artificial Intelligence (AI) in Australia discussion paper that relate to C"
157,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Q01 Definitions,See paper.
158,Centre for Social Impact Flinders University & Uniting Communities - Data for Good,Transcription,"FILENAME: Submission Safe and responsible AI Dept Industry Science and Resources Jul2023.ac57b8fc35dd8.pdf | CONTENT: SUBMISSIONSupporting Responsible AI: discussion paperSubmission to the Department of Industry, Science and ResourcesPrepared by the Centre for Social Impact, Flinders University 25th July 2023Peter Richard McDonald Executive SummaryThe Data for Good Project at the Centre for Social Impact (CSI) – Flinders University is an industry partnership between CSI and Uniting Communities (UC).The CSI at Flinders University sits within the national CSI network. Our common purpose is to enable system change and lasting social impact for people and communities. We do this through transformational education and research, engaging within and across different sectors. CSI has a vision of a world where everyone can thrive and grow their capabilities, no matter their circumstances. We seek systems-level shifts and lasting social impact for people and communities.Uniting Communities is a "
158,Centre for Social Impact Flinders University & Uniting Communities - Data for Good,Q01 Definitions,The definitions are reasonable. We are proposing that the department use the EU risk schedule.
158,Centre for Social Impact Flinders University & Uniting Communities - Data for Good,Q02 Other AI risks and recommendations for regulation,"Yes - Australia's regulatory approach needs to be strengthened in managing high risks. Your proposed table of medium risks which contains ""high impacts that are ongoing and difficult to reverse"" is unacceptable. Evidence base is Robodebt Inquiry. Please read our paper. We think we should be using the EU risk table."
158,Centre for Social Impact Flinders University & Uniting Communities - Data for Good,Q06 Public vs Private sector governance,We want to see a complaint process which has a legal basis that reaches across public and private sectors. The Commonwealth has a lot to answer for the damage it has done with Robodebt. Please read out description of this in our paper.
158,Centre for Social Impact Flinders University & Uniting Communities - Data for Good,Q07 Responsible government use of AI,Read in inquiry into Robodebt. While we know Robodebt was not AI it was ADM. Our view is that the Commonwealth has not yet grappled with this issue. Your risk table is our case in point eg describing high risk impacts as 'medium'.
159,Office of the Information Commissioner,Transcription,"FILENAME: OIC FINAL submission 250723.f5de8229a1a0d.pdf | CONTENT: 25 July 2023Technology Strategy Branch Department of Industry, Science and ResourcesBy email: DigitalEconomy@industry.gov.auSupporting responsible AI: discussion paperThe Queensland Office of the Information Commissioner (OIC) welcomes the release by the Department of the discussion paper ‘Safe and responsible AI in Australia’ (Discussion Paper). OIC appreciates the opportunity to respond to the Discussion Paper.About the OIC OIC is an independent statutory body that reports to the Queensland Parliament. We have a statutory role under the RTI Act and the IP Act to facilitate greater and easier access to information held by government agencies. We also assist agencies to understand their obligations under the IP Act to safeguard personal information that they hold.OIC’s statutory functions include mediating privacy complaints against Queensland government agencies, issuing guidelines on privacy best practice, initiating "
159,Office of the Information Commissioner,Q01 Definitions,See uploaded submission
160,The Western Australian Government,Transcription,"FILENAME: WA Government Response to Safe and Responisble Al in Australia.cb6efc557cc27.pdf | CONTENT: Minister for Emergency Services; Innovation and the Digital Economy; Medical Research; Volunteering; Deputy Leader of the Government in the Legislative Council Our ref: 62-Hon Ed Husic MP Minister for Industry and Science Via website: https://consult.industrv.gov.au/supporting-responsi le-ai/submissionDear Mij/isterWESTERN AUSTRALIAN GOVERNMENT RESPONSE TO THE COMMONWEALTH GOVERNMENT S SAFE AND RESPONSIBLE Al IN AUSTRALIA DISCUSSION PAPERThank you for the opportunity to provide comments on the Commonwealth Government s Safe and Responsible Al in Australia Discussion Paper. I am responding on behalf of the Western Australian (WA) Government.Artificial Intelligence (Al) is a rapidly evolving field, and Al technology is being developed and implemented at an accelerating rate in an array of functions by both governments and industries globally. The WA Government supports the work being und"
161,B How,Q04 Coordinating AI governance across government,"The Commonwealth, States and Territories should have a harmonised base whether this is legislated or a voluntary code.The States can add to the harmonised base in areas where the States have primary jurisdiction such as health and education."
161,B How,Q05 International models for AI governance,Singapore's verification tool (AI Verify) deserves consideration. This voluntary tool allows collaboration and learning for all stakeholders involved and this is important at this early stage of AI development.
161,B How,Q07 Responsible government use of AI,By having a publicly available register of AI uses together with an assessment and audit against at least the 8 AI Ethics Principles. This will create the foundations of public trust and confidence.
161,B How,Q09 Transparency requirements and scope,"The training data set used initially (and ongoing) is a key determinant of its output. Thus, the integrity of the training dataset requires critical assessment and understanding on grounds such as bias, privacy and whether it is complete, accurate and relevant.The neural network used in the AI application is another key determinant of its output. The neural network is effectively the artificial brain or the criteria humans give to the AI application to arrange the data to produce the output."
161,B How,Q10 Ban on high-risk AI applications,"The following should be banned completely:• AI applications that do not adhere to Australia's 8 Ethics principles • AI applications that produces illegal, harmful or hateful content should be banned. • Practices that have a significant potential to manipulate persons through subliminal techniques • Practices that exploit the vulnerabilities of specific vulnerable groups (e.g. children, persons with disabilities) • AI-based social scoring done by public and private authorities (from the draft EU AI Act)Examples include deepfakes and misinformation."
161,B How,Q11 Actions to increase public trust in AI,"The focus of the government is rightfully focused on the risks of AI applications. Equally, the focus should be on the benefits of AI to individuals, businesses and society (such as faster and more reliable service delivery by government agencies)."
161,B How,Q14 Risk-based approach to address AI risks,A risk-based approach is appropriate in mitigating risk and realising the potential benefits of new technology. AI is in its infancy and the framework should be flexible enough to assess a wide range of possible scenarios. The risks and potential of this technology are not fully understood and the technology is developing at a fast pace. A rigid and prescriptive approach will be ineffective and will do more harm than good.
161,B How,Q15 Benefits and limitations of risk-based approach,"The benefits of a risk-based approach is that it recognises that AI applications can be deployed in many different scenarios. Each scenario's risk profile will differ based on the impact and likelihood of a particular set of sub-risks occurring. An entity that undertakes a risk-based approach subjects itself to understanding the risks they are deploying with their technology.A rigid and prescriptive approach will be ineffective and will do more harm than good.And because a risk-based approach is not a one size fits all measure, it does require a more thorough consideration and resources to conduct a risk assessment before the AI application is deployed. This will be a foundation of public trust and confidence."
161,B How,Q17 Elements to include in risk-based approach,"As a base, Australia's 8 Ethics Principles should be at the core of the Impact Assessment."
161,B How,Q19 Application of risk-based approach to general purpose AI,"As a base, Australia's 8 Ethics Principles should be at the core of the Impact Assessment."
161,B How,Q20 Voluntary vs mandated compliance with risk-based approach,"Per EU's draft AI Act - where the risk level is minimal: It can be voluntary. Where the risk level to individuals and society is beyond Minimal Risk - it should be mandated to ensure a risk-based approach is carried out. Voluntary and self-regulation, for high-risk AI applications, does not have the corresponding penalties to ensure or encourage responsible AI applications.The risk-based approach should apply uniformly to all parties who launch AI applications. It is the risk level of their AI application that should be the focus of regulation."
162,Australian Charities and Not-for-profits Commission,Transcription,"FILENAME: 20230622_ACNC AI submission_v1.4b3e0bd321cfb.pdf | CONTENT: OFFICIAL25 July 2023Safe and responsible AI in Australia Discussion Paper Department of Industry, Science and ResourcesSubmitted Online: https://consult.industry.gov.au/supporting-responsible-aiOur reference: ACNCSUB2023/111. The Australian Charities and Not-for-profits Commission (ACNC) welcomes the opportunity to comment on whether further governance and regulatory responses are needed in relation to AI.2. We have answered questions in the discussion paper that we consider are relevant to the ACNC’s role.About the ACNC and the charity sector3. The ACNC is the national regulator of charities established by the Australian Charities and Not-for-profits Commission Act 2012 (Cth) (ACNC Act). The objects of the ACNC Act are to:a. maintain, protect and enhance public trust and confidence in the Australian not-for- profit sector; and b. support and sustain a robust, vibrant, independent and innovative Australian not-for- p"
163,Anonymous,General comment,We think the following article is worth considering relative to responsible Ai and its impact on interacting with Ai: https://www.apa.org/pubs/journals/releases/apl-apl0001103.pdf
163,Anonymous,Q01 Definitions,Yes
163,Anonymous,Q02 Other AI risks and recommendations for regulation,Mainly ethical
163,Anonymous,Q03 Non-regulatory actions to address AI risks,No
163,Anonymous,Q04 Coordinating AI governance across government,No
163,Anonymous,Q05 International models for AI governance,Not to my knowledge
163,Anonymous,Q06 Public vs Private sector governance,Yes. Given the regulatory impact of working in the public sphere
163,Anonymous,Q07 Responsible government use of AI,Clear ethical and regulatory frameworks to reduce the likelihood of misuse
163,Anonymous,Q08 Generic vs technology-specific approaches for AI risk,None
163,Anonymous,Q09 Transparency requirements and scope,Transparency is central to mitigate Ai threats and the recent agreement by the six major US technologoy companies is an important step forward
163,Anonymous,Q10 Ban on high-risk AI applications,No
163,Anonymous,Q11 Actions to increase public trust in AI,Visible and clear regulatory frameworks
163,Anonymous,Q12 Trade impact of banning high-risk AI applications,Yes this may reduce our international competitiveness. Reduce speed in identification of threats and thereby reduce trade if we fall behind other countries
163,Anonymous,Q13 Changes to conformity infrastructure,Clear regulatory and related frameworks
163,Anonymous,Q14 Risk-based approach to address AI risks,Yes
163,Anonymous,Q15 Benefits and limitations of risk-based approach,Flexible regulatory and risk-based approach is the best in my view given the complexity of the subject matter.
163,Anonymous,Q16 Scope and application of risk-based approach,Suitable for all sector
163,Anonymous,Q17 Elements to include in risk-based approach,Yes
163,Anonymous,Q18 Integration of risk-based approach into existing frameworks,As listed.
163,Anonymous,Q19 Application of risk-based approach to general purpose AI,No comment
163,Anonymous,Q20 Voluntary vs mandated compliance with risk-based approach,Mandated by regulation given the broad implications
164,Regenesis Lawyers Pty Ltd,Transcription,"FILENAME: Regenesis Lawyers Submission to Safe & Responsbible AI Consultation.1b9b4ab5f7b31.pdf | CONTENT: Submission to Consultation by the Department of Industry, Science and ResourcesSAFE AND RESPONSIBLE AI IN AUSTRALIA‘Automation has the potential to increase productivity, efficiency, accuracy, and the cost-effectiveness of service delivery. A trustworthy automated system is a system containing automation that is ethical, lawful and technically robust, coupled with good governance and risk management. To achieve trustworthiness, the system must be designed with human agency at its centre.’ (Robodebt Report)The Robodebt Inquiry into the Australian Federal Department of Human Services’ use of Automated Decision Making details precisely the real-life impact (as opposed to the mere risk) of this technology. What is important now, according to cybernetic theory, is direct response to feedback. In the following, we propose that specific roles of the Department of Industry, Science and Re"
164,Regenesis Lawyers Pty Ltd,Q01 Definitions,Yes
164,Regenesis Lawyers Pty Ltd,Q02 Other AI risks and recommendations for regulation,Lack of oversight of the Departments of Defence and Home Affairs' implementation of advancing technologies. A mutual audit model under human rights observation is suggested. Please refer to submission.
164,Regenesis Lawyers Pty Ltd,Q03 Non-regulatory actions to address AI risks,Funding and support for communities to update existing standards; and Access to Justice. Please refer to submission.
164,Regenesis Lawyers Pty Ltd,Q04 Coordinating AI governance across government,Implement the findings of the Robodebt Report across all federal government departments. Please refer to submission.
164,Regenesis Lawyers Pty Ltd,Q05 International models for AI governance,General Data Protection Regulation (EU)
164,Regenesis Lawyers Pty Ltd,Q06 Public vs Private sector governance,"All must apply a democratic / empirical model of dialectic and critical thinking, rather than imperial / 'chain-of-command' approach."
164,Regenesis Lawyers Pty Ltd,Q07 Responsible government use of AI,Implement the findings of the Robodebt report.
164,Regenesis Lawyers Pty Ltd,Q08 Generic vs technology-specific approaches for AI risk,"AI is not generic. It is not a vehicle, but a language. Solutions must be derived via dialectic and critical thinking in all circumstances."
164,Regenesis Lawyers Pty Ltd,Q09 Transparency requirements and scope,All applications must be answerable to human rights observation.
164,Regenesis Lawyers Pty Ltd,Q10 Ban on high-risk AI applications,"Automated Decision Making should be banned completely eg bulk mail-outs, automated tax calculation, grant of visas subject to 'genuine temporary entrant' criteria."
164,Regenesis Lawyers Pty Ltd,Q11 Actions to increase public trust in AI,Funding communities to update existing standards; and funding Access to Justice.
164,Regenesis Lawyers Pty Ltd,Q12 Trade impact of banning high-risk AI applications,"Unknown, however Australian democratic sovereignty and the Rights of the Child are paramount considerations."
164,Regenesis Lawyers Pty Ltd,Q13 Changes to conformity infrastructure,All existing standards should be reviewed in light of emerging technological impacts on human rights.
164,Regenesis Lawyers Pty Ltd,Q14 Risk-based approach to address AI risks,A risk-based approach must be balanced with 'good governance'.
164,Regenesis Lawyers Pty Ltd,Q15 Benefits and limitations of risk-based approach,"In addition to Defence and Security models, a risk-based approach has the potential to damage democratic sovereignty and human rights."
164,Regenesis Lawyers Pty Ltd,Q16 Scope and application of risk-based approach,"A risk-based approach may be appropriate for defence and security, but must be subject to ethical and human rights oversight."
164,Regenesis Lawyers Pty Ltd,Q17 Elements to include in risk-based approach,The model is too simplistic.
164,Regenesis Lawyers Pty Ltd,Q18 Integration of risk-based approach into existing frameworks,"Empirically, based on cybernetics (impact as opposed to risk)."
164,Regenesis Lawyers Pty Ltd,Q19 Application of risk-based approach to general purpose AI,"'... to mould, to balance, and to integrate these and other forces, new and old, within the principles of our democratic system.' (See submission)."
164,Regenesis Lawyers Pty Ltd,Q20 Voluntary vs mandated compliance with risk-based approach,"Voluntary / self-regulated, subject to professional standards, law and human rights. Applicable to a. & b."
165,Adobe,Transcription,"FILENAME: FINALAustralia_Safe and Responsible AI Paper_Submission[11] copy.b1faec303be1b.pdf | CONTENT: Introduc)onAdobe appreciates the opportunity to submit comments in response to the Safe and Responsible AI in Australia: Discussion Paper (Discussion Paper) prepared by the Australian Government’s Department of Industry, Science, and Resources. We recognise the need to build robust AI assurance mechanisms to ensure arCﬁcial intelligence (AI) systems are designed, developed, and deployed in a trustworthy and responsible manner. We look forward to engaging with the Australian Government on this important topic.Our submission focuses on three main points: • Collabora've approach with industry. A collaboraCve approach that leverges industry leadership and iniCataives on AI governance, especially at this early stage of AI research and development, can be very eﬀecCve. The Australian Government should facilitate and recognise industry AI governance iniCaCves. In addiCon, Adobe urges the Go"
165,Adobe,Q01 Definitions,xx
166,Jarred Filmer,Q01 Definitions,"I like that definitions have been given, and they all seem good to me except for the definition of ""Artificial intelligence"". I think as defined it's scope is too narrow, and this could create problems in the future.As written, the definition limits intelligence to ""generating predictive output"", which seems to not me to not be very future proof, and also not quite the right frame on what we're ultimately trying to get these systems to do.An analogy might be defining a computer as ""a machine that does operations on 1's and 0's"". While technically correct, computers may not always work this way (for instance, quantum computers don't), and it misframes what we really are trying to get computers to do.Similarly, while ""generating predictive outputs"" is how current systems work, this may not always be the case. It also misses the ultimate goal of companies trying to build AI. It seems to me a better way of understanding machine intelligence is through a closer comparison to human intellige"
166,Jarred Filmer,Q02 Other AI risks and recommendations for regulation,"Part 1: What potential risks from AI are not covered by Australia’s existing regulatory approaches?The ""Safe and responsible AI"" paper considers the highest risk of AI to be in areas such as medical surgery, self-driving cars, and in anti-social uses such as subliminal messages or exploiting vulnerable people. These are important concerns that we should address, however I find it extremely concerning that the catastrophic risks from AI are not acknowledged.The two key factors in artificially intelligent systems that we should find concerning:First: Digital systems can self-replicate. In this sense the risks posed by labs creating more and more intelligent AI are similar to the risk posed by labs creating more and more contagious viruses. In both cases you have a system that has goals potentially not aligned to human interests, that are capable of self replicating, and can not be put back in the bottle once released.Two: Intelligence is the most powerful capability we know of. The avera"
166,Jarred Filmer,Q03 Non-regulatory actions to address AI risks,"There are three non-regulatory streams of work that the Government can pursue to help tackle the potential for catastrophic risks from future AI technology.1. Publicly acknowledge the risk. Australia must join the growing number of countries and global governance bodies that acknowledge the possibility of catastrophic and existential risks from increasingly powerful AIs. There’s no chance of solving a problem unless we acknowledge it. This is a necessary first step.2. Take the lead on establishing a global response. When nuclear proliferation was a leading global risk, the US took the lead on establishing global governance arrangements that are specifically tasked with tackling the catastrophic risks posed. Australia could play a similar role with catastrophic risks from AI. This could involve:- Fostering cultures of fairness, accountability and transparency by the companies and countries developing more advanced AIs. We need to work to avoid an ‘arms race’ that prioritises speed over "
166,Jarred Filmer,Q05 International models for AI governance,"Australia should take note of the EU recent handling of the AI Act. For example, the European Parliament’s recognition of general-purpose AI (GPAI) is an important step in the right direction [1]. In particular, the following observations are highly valuable:1. Acknowledgement that GPAI providers must comply with strict safety measures, regardless of the way it is distributed or intended to be used.2. Requirements for GPAI providers to comply with various safety requirements throughout the lifecycle of their product; i.e. external audits assessing their performance, predictability, interpretability, corrigibility, safety and cybersecurity.These adjustments appear to respond to significant criticisms directed at initial drafts of the AI Act. For example, the AI Now Institute released a set of recommendations that heavily criticised the EU’s approach on some matters [2]. For example: - “GPAI models carry inherent risks and have caused demonstrated and wide-ranging harms. While these risk"
166,Jarred Filmer,Q09 Transparency requirements and scope,"To remain competitive, professionals and businesses will increasingly feel the pressure to leverage sophisticated “black-box” AI models. This short-term thinking has already resulted in numerous accounts of public backlash and distrust, including high-profile warnings from technology leaders themselves [1].For example, Apple’s credit card business came under fire for offering a woman one twentieth the credit limit offered to her husband. When she complained, an Apple representative simply told her, “I don’t know why, but I swear we’re not discriminating. It’s just the algorithm.” [2]More recently, two lawyers in the United States blamed ChatGPT for “tricking” them into including fictitious legal research in a court filing [3].These problems could easily have been prevented by using explainable AI systems which can show the rationale for their outputs.Such incidents are evidence that the regulatory environment is not incentivising businesses or professionals to use transparent decision-"
